flight_id,flight_date,total_payload_kg,total_volume_cubic_m,uld_count,shipment_count,weight_utilization_percent,revenue_per_flight_usd,fuel_efficiency_kg_per_ton,co2_emissions_kg
QR1344F,2024-08-30,4924.8,23.05,7,10,4.92,43393.82,418.49484607555974,13135.829189898963
QR1345F,2025-01-07,7440.83,26.28,7,12,7.44,52060.649999999994,442.33652362804895,24841.32996463528
QR1349F,2024-03-16,625.14,2.34,1,1,0.63,2250.49,418.32331285245283,1791.5213550641595
QR1350F,2024-04-16,3564.63,5.58,4,4,3.56,24522.44,505.0181313630359,10259.759981562804
QR1351F,2024-04-10,1903.39,9.19,1,3,1.9,7190.700000000001,490.61082328794305,5250.379093446692
QR1354F,2024-09-19,1890.31,9.67,4,5,1.89,16319.07,521.2101823473029,5363.477938048559
QR1355F,2025-01-10,16055.54,68.5,26,35,16.06,101007.58,427.00863082561676,46678.00770191301
QR1356F,2025-01-30,7296.48,17.17,10,13,7.3,56822.450000000004,452.26732997502495,21633.567485872765
QR1357F,2024-05-02,7.79,1.62,1,1,0.01,54.68,471.7405978913876,17.853146486006423
QR1359F,2024-03-27,1894.21,7.28,1,3,1.89,17816.190000000002,492.1352003465408,5374.313478510998
QR1361F,2024-12-14,2480.92,5.05,4,4,2.48,16685.13,454.5828381350791,6828.807956791102
QR1362F,2024-05-15,1142.58,11.0,4,4,1.14,8027.390000000001,438.6666404813236,2865.065092674363
QR1363F,2024-02-01,7.81,2.31,1,1,0.01,28.12,387.95649067823086,26.007344624194953
QR1364F,2024-04-17,2246.45,9.55,2,3,2.25,15189.849999999999,406.20111219016314,5113.3668859316995
QR1366F,2024-08-02,471.47,6.09,1,2,0.47,6238.85,485.1800656014901,1265.19107883066
QR1367F,2024-06-27,6917.56,14.93,9,9,6.92,65949.77,463.6952578065857,22297.297290421342
QR1368F,2025-01-07,6727.09,12.1,8,9,6.73,37216.049999999996,427.9706290749203,17177.77620461023
QR1369F,2025-01-11,2392.58,14.92,8,8,2.39,16748.82,504.46385120281514,5873.641448564122
QR1370F,2025-01-14,7895.28,32.32,13,17,7.9,73182.95,369.57136445730686,15893.368862289999
QR1371F,2024-02-27,824.76,1.55,1,2,0.82,6003.97,540.1958982487652,2248.796771925446
QR1372F,2024-06-26,3193.11,15.34,5,8,3.19,21979.379999999997,365.6051704457305,9903.172084611293
QR1373F,2024-04-30,1757.78,5.1,3,3,1.76,12063.4,517.5543255126528,5353.897078424663
QR1374F,2024-09-23,2560.8,11.38,5,8,2.56,22443.489999999998,429.87166233739015,5896.403781084934
QR1375F,2024-09-16,548.92,2.55,2,2,0.55,1976.12,392.4631118585788,1507.2974782342162
QR1377F,2024-04-24,1912.46,14.34,4,4,1.91,7110.139999999999,520.429532128101,5442.969448226495
QR1378F,2024-08-18,1453.16,2.0,2,2,1.45,5231.36,441.31505355879324,3163.493766339194
QR1380F,2024-08-26,4758.48,27.18,9,11,4.76,31285.11,442.6116290762534,17189.139469184425
QR1381F,2024-11-17,2342.35,24.32,6,8,2.34,17550.15,480.10461838914017,5200.099474557473
QR1382F,2024-12-09,5096.3,37.65,11,13,5.1,34841.17999999999,427.3365451163686,16906.059611845325
QR1383F,2024-09-19,529.19,8.32,4,4,0.53,3599.59,409.5369293335129,2107.061904979279
QR1384F,2024-08-12,1933.76,3.89,3,4,1.93,8182.05,512.593390808218,5809.623980789358
QR1385F,2024-05-26,475.29,3.22,1,1,0.48,4448.73,463.0458952310884,1277.3288170331848
QR1386F,2025-01-04,5740.01,21.63,8,11,5.74,55790.54,470.1016805166138,14934.664733883184
QR1387F,2024-05-25,2789.72,10.5,4,4,2.79,14705.25,447.5927515519761,8025.273842578185
QR1388F,2024-12-27,9805.49,23.17,10,15,9.81,59954.9,570.5134927918091,36365.82841820482
QR1389F,2024-09-19,128.43,3.4,1,1,0.13,1849.37,470.20610938039965,292.44598049869444
QR1391F,2024-06-28,2263.81,2.71,2,2,2.26,17324.829999999998,505.4035348920052,6306.207675060413
QR1392F,2024-08-02,3824.93,5.28,3,3,3.82,13769.73,424.9234168369443,9962.615975831617
QR1393F,2025-01-05,8781.35,20.14,12,15,8.78,64529.53999999999,391.67918150634927,22170.318098896394
QR1394F,2024-08-04,3632.11,4.23,5,5,3.63,23187.789999999997,452.08750402739656,9711.814015562702
QR1396F,2024-06-03,1524.95,0.53,1,1,1.52,6404.79,414.6273175124176,3481.046142808033
QR1397F,2024-02-21,120.98,1.38,1,1,0.12,849.25,488.61032872311034,327.42209988488605
QR1399F,2024-02-13,239.8,1.11,1,1,0.24,2244.57,445.2124312696374,631.9513287316382
QR1400F,2024-10-16,5806.42,26.45,10,15,5.81,47284.729999999996,489.196138423624,18859.860888148076
QR1401F,2024-05-04,11.53,1.56,0,1,0.01,80.91,482.6291818949532,34.248622971915545
QR1402F,2024-03-12,1202.68,0.16,2,2,1.2,4329.650000000001,414.35387271179394,3646.3421409057187
QR1404F,2024-12-21,3252.84,6.3,2,5,3.25,21909.58,456.6597277498493,11655.122803423506
QR1405F,2024-06-22,284.73,1.44,0,1,0.28,1025.03,491.86341559228634,700.9580572249142
QR1406F,2024-07-20,2189.36,14.75,4,6,2.19,16143.93,510.03912235650006,7393.826016995158
QR1407F,2024-04-03,295.14,2.82,2,2,0.3,1062.51,528.7380830454726,868.4356930403254
QR1408F,2024-08-03,2386.89,3.62,3,4,2.39,15756.2,470.8893542421853,4945.272670928889
QR1409F,2024-04-19,1209.09,4.04,1,1,1.21,5078.18,473.4187117795327,3418.6585375373193
QR1410F,2024-06-20,850.75,4.61,1,2,0.85,6982.76,405.78655958741797,2291.0120573760664
QR1411F,2024-09-10,2562.19,16.39,5,5,2.56,11068.2,382.7574933513721,8560.85669936864
QR1412F,2024-11-05,5695.49,22.81,10,11,5.7,35511.0,479.0312909198342,19990.526768528798
QR1413F,2024-07-24,1945.4,5.65,2,5,1.95,13937.97,495.6692023258595,3720.6192664357063
QR1414F,2025-01-20,7691.91,25.2,7,11,7.69,52697.50000000001,479.0961050414018,22560.838144526555
QR1415F,2024-03-04,1420.53,0.41,2,2,1.42,6014.22,406.3868041796319,3167.0088698375507
QR1416F,2024-10-24,529.87,2.92,0,1,0.53,1907.53,434.14376993478123,1558.8301589870266
QR1417F,2024-09-01,4188.17,12.15,7,7,4.19,26962.26,479.92373945437794,12524.139314509643
QR1418F,2024-05-30,753.41,3.12,2,2,0.75,4643.25,511.8542318168526,2439.69400813309
QR1420F,2024-03-02,1110.91,2.59,1,1,1.11,7798.58,374.36563333057114,3891.905875405544
QR1421F,2024-05-11,724.04,6.41,3,3,0.72,4208.44,451.5949106042018,2396.283355766735
QR1423F,2024-05-09,551.88,1.46,1,1,0.55,1986.78,341.6198040614063,1414.9655276788508
QR1424F,2024-06-11,1359.1,2.83,2,3,1.36,8999.92,422.32468793562856,6093.346269358082
QR1425F,2024-08-20,4763.14,16.52,7,7,4.76,28375.5,409.7937393245528,11371.54959845018
QR1426F,2024-09-28,5245.05,8.21,4,5,5.25,58657.32000000001,396.223024812646,13617.08122513059
QR1427F,2024-07-22,3659.32,2.72,4,5,3.66,28226.87,465.1815338364943,13392.190334116276
QR1428F,2024-11-26,4739.9,18.64,8,9,4.74,38142.62,453.46036966547086,13448.486007400736
QR1430F,2024-06-07,766.79,7.74,3,3,0.77,4530.93,465.1551934900295,2385.6939696488566
QR1431F,2024-03-22,548.14,4.89,1,2,0.55,4543.32,495.21084748453455,1607.0068735649743
QR1434F,2024-02-29,395.23,0.22,1,1,0.4,2774.49,384.9919298793517,1303.7424921952781
QR1435F,2025-01-29,3436.13,32.23,9,12,3.44,20589.18,569.6108015328164,9410.25169708538
QR1436F,2024-12-16,2128.32,3.44,1,2,2.13,12019.51,427.44024858259127,6386.2384881400585
QR1437F,2024-04-15,470.84,3.35,2,2,0.47,3124.49,405.3976406720193,1234.2700807319134
QR1438F,2024-07-09,267.89,1.47,1,1,0.27,964.41,417.1698219621539,684.2347687912734
QR1439F,2024-05-29,310.28,0.14,0,1,0.31,1303.19,465.8175457308143,859.2270783365647
QR1440F,2024-03-25,495.32,0.29,1,1,0.5,3477.15,381.658115058751,1290.220936792738
QR1441F,2024-03-16,344.88,6.47,0,1,0.34,3228.03,434.9755867468497,974.2509839265449
QR1442F,2025-01-26,11512.02,75.55,19,24,11.51,73735.19,482.7111029293306,33852.352565635294
QR1443F,2024-01-27,1225.76,1.17,2,2,1.23,8389.89,458.06690308665753,3884.6860552189096
QR1444F,2024-08-02,1736.48,9.37,4,5,1.74,13895.320000000002,390.16459758257974,4529.457627215328
QR1445F,2024-07-26,464.89,3.01,1,1,0.46,4351.34,499.8169238542821,1219.5537339176258
QR1446F,2024-02-14,60.65,5.45,1,1,0.06,254.72,477.1919159297774,170.00104873348343
QR1447F,2024-07-21,508.22,5.05,1,1,0.51,7318.42,489.8898318593056,1526.4328500161798
QR1448F,2024-08-06,1502.27,8.96,4,5,1.5,7285.21,467.2145759541431,5215.869902903387
QR1449F,2024-05-23,1550.53,6.64,3,3,1.55,9935.11,418.8953593989899,3917.2878897569453
QR1450F,2024-10-10,6587.7,23.81,12,15,6.59,40774.56,422.10209977677806,19945.998746854544
QR1451F,2024-11-09,2866.41,4.59,5,5,2.87,13979.200000000003,519.8352486013825,6971.727080265747
QR1453F,2024-06-09,2756.59,3.8,2,3,2.76,25801.71,384.97903196889774,8490.799325421433
QR1454F,2024-07-10,101.71,1.09,1,1,0.1,714.03,368.952934836061,349.5152844656293
QR1455F,2024-07-31,4791.64,7.49,8,8,4.79,31822.510000000002,498.249418881194,14601.359244411802
QR1456F,2024-04-16,870.41,2.97,0,1,0.87,6110.26,454.4560328662082,2949.0783464385313
QR1457F,2024-05-19,527.31,1.56,2,2,0.53,3125.08,477.91369695310937,1372.2924337080406
QR1459F,2024-03-14,402.16,2.18,1,1,0.4,3764.21,487.3467319159769,1265.5268585953718
QR1461F,2024-12-06,2290.41,18.67,7,9,2.29,16941.4,453.8496007939193,7584.470048698901
QR1463F,2025-01-09,1244.59,2.53,3,3,1.24,5660.61,447.26069442611333,4621.29695880448
QR1464F,2024-06-25,732.61,2.27,1,1,0.73,4395.67,508.21478167865905,2474.516096354181
QR1465F,2024-11-21,1985.7,14.15,7,8,1.99,17003.9,462.98723950571343,4902.620136831965
QR1466F,2024-12-27,8962.03,56.42,21,23,8.96,60546.73,409.99441923636914,34823.68067267033
QR1467F,2024-07-22,1644.02,6.73,3,4,1.64,12574.94,462.0211322159712,5851.6376892821
QR1468F,2024-04-08,881.08,5.07,3,3,0.88,8202.66,443.2692429491283,2546.5452767243555
QR1469F,2024-12-07,1022.14,4.27,2,3,1.02,8838.039999999999,470.94741789607133,2621.3838984088106
QR1470F,2024-10-18,9498.27,27.68,12,14,9.5,44205.25,457.1172461254248,21131.00757053555
QR1472F,2024-06-27,3331.29,14.37,5,6,3.33,28993.540000000005,525.153331032092,9717.868631466252
QR1473F,2024-08-16,314.29,0.37,1,1,0.31,2941.74,435.4252491289159,886.7608972515965
QR1474F,2024-10-30,1191.87,10.8,1,3,1.19,7093.780000000001,424.40248950928014,3429.5851865619875
QR1475F,2024-08-22,1227.52,6.61,2,2,1.23,8609.08,439.6444851497406,3879.215555590956
QR1476F,2024-12-07,1311.52,7.38,3,4,1.31,5699.570000000001,456.7448967177765,5157.733694660856
QR1477F,2024-08-24,3177.73,9.84,5,5,3.18,17192.36,420.7999365575603,11601.188282163175
QR1478F,2024-08-31,1420.99,22.04,4,4,1.42,13880.14,517.4802315777573,2489.516599539246
QR1479F,2024-12-18,5622.4,29.95,12,15,5.62,39265.850000000006,492.1746979084368,16840.611294440965
QR1480F,2025-01-27,14860.66,85.45,32,41,14.86,98402.77,412.2407430503175,47226.34768550808
QR1481F,2024-10-01,880.49,1.35,1,2,0.88,4126.85,489.3333159444482,3051.9028909299427
QR1482F,2024-09-01,3357.7,5.95,7,7,3.36,24899.670000000002,419.6707741569809,9483.520891224445
QR1483F,2025-01-11,5712.68,29.13,15,16,5.71,37228.72,467.42871771269046,18992.917286603777
QR1484F,2024-08-07,1404.38,4.51,3,4,1.4,9630.869999999999,425.73425114198056,3780.2463525921535
QR1485F,2024-04-08,355.25,2.56,0,1,0.36,3325.18,511.44807674840735,1054.9027733711348
QR1486F,2024-12-25,14692.97,53.17,22,29,14.69,93488.14999999998,454.70638964693416,45807.41484666612
QR1487F,2025-01-16,2637.09,27.95,9,11,2.64,17741.24,444.7073562269427,7831.248189329711
QR1488F,2024-12-17,2427.32,7.37,2,3,2.43,15219.02,436.97314910060817,7205.288497410879
QR1489F,2024-02-15,734.31,7.5,4,4,0.73,6565.76,480.6417875455651,2357.6856289476095
QR1490F,2024-10-05,384.78,1.34,0,2,0.38,2022.49,504.2031300711625,1036.415188789134
QR1492F,2024-10-29,1586.97,24.96,7,7,1.59,9568.3,515.232744491194,5190.276687194084
QR1493F,2024-09-15,4324.58,27.29,3,6,4.32,25174.77,513.2039467444524,12137.049004267343
QR1494F,2024-08-21,985.14,1.13,4,4,0.99,8019.73,374.73782261616,3039.5391887624583
QR1495F,2024-12-11,259.4,1.94,2,2,0.26,2177.88,355.57211849413267,586.2643700546789
QR1496F,2024-12-12,2580.97,7.96,4,5,2.58,18761.32,437.2128097936315,10099.436660078705
QR1497F,2024-03-30,2997.87,10.48,2,3,3.0,13273.93,468.56260441173737,8875.408773316603
QR1498F,2024-06-18,88.45,4.72,2,2,0.09,484.46,506.3329622143251,250.01432436960735
QR1499F,2024-08-03,523.53,5.2,3,3,0.52,4431.219999999999,434.19297097584246,1841.712915604372
QR1500F,2025-01-08,6148.69,30.24,8,10,6.15,48068.56,461.47228985015664,21070.018682088343
QR1501F,2024-12-14,7253.81,42.65,14,16,7.25,36556.14,507.10272507574473,21261.366346321814
QR1502F,2024-06-26,1363.58,5.06,1,3,1.36,9151.98,556.6568423298617,5072.816519142462
QR1503F,2024-08-14,1768.8,12.15,5,5,1.77,8222.57,397.44099488405595,3805.357258324139
QR1505F,2024-03-03,2641.75,2.54,2,2,2.64,18610.56,489.6755286430019,7592.685359177256
QR1506F,2024-10-05,4141.05,18.01,8,10,4.14,30080.57,439.1266279694016,15648.026314771103
QR1507F,2024-08-28,563.06,4.79,4,4,0.56,3416.01,403.59185891832004,2054.5188601130235
QR1508F,2024-11-06,2460.28,5.68,1,2,2.46,10095.77,412.23144731429915,7977.77981307879
QR1509F,2024-10-05,12.52,4.72,1,1,0.01,45.08,453.89054406842416,30.307961958775554
QR1511F,2024-04-13,753.61,0.64,2,2,0.75,6773.11,390.9264826823947,2321.9963359024564
QR1512F,2024-04-21,670.07,2.57,2,2,0.67,4703.889999999999,324.6782573382934,1761.9922826325558
QR1514F,2024-03-05,1021.7,0.05,1,1,1.02,7172.34,443.96206011390757,3419.5809015951736
QR1515F,2024-07-24,420.53,2.85,3,3,0.42,3081.4799999999996,463.1996735888762,1314.0253506770832
QR1516F,2024-06-10,2793.19,2.6,2,2,2.79,19608.25,489.0281947966307,4799.557284766767
QR1518F,2024-02-14,2016.73,0.28,1,1,2.02,8470.29,452.24200055768995,5815.069119731044
QR1519F,2025-01-30,19711.91,88.29,37,38,19.71,136169.94,551.73338156906,57485.02947035427
QR1522F,2024-07-05,5504.62,18.82,8,9,5.5,30659.2,471.8797199463162,12474.569377788324
QR1525F,2024-10-20,1263.85,2.7,1,2,1.26,12251.89,409.5899608975967,3402.7686743437216
QR1529F,2025-01-21,4091.44,24.32,9,9,4.09,28767.399999999998,395.4216636740496,13461.42960289764
QR1531F,2025-01-16,6015.8,31.3,15,15,6.02,38351.36,368.01674804920646,21164.12822318606
QR1532F,2024-07-06,1271.58,5.78,3,3,1.27,8060.91,475.8316947642111,4065.3246584025464
QR1533F,2025-01-15,6580.61,17.35,5,5,6.58,44897.86,438.4062676776646,18774.595828848964
QR1534F,2024-04-03,625.83,0.58,2,2,0.63,3036.0099999999998,506.80531478150226,1866.2177368950377
QR1535F,2024-09-08,1452.59,5.26,2,5,1.45,12452.099999999999,452.4491344370735,3571.040199764854
QR1536F,2024-06-30,1685.59,7.2,4,5,1.69,15884.109999999999,521.2259013876525,5567.054378494407
QR1537F,2024-08-24,6074.51,22.61,9,11,6.07,37321.11,357.7374595969841,22402.705080189786
QR1538F,2024-09-07,1168.74,6.54,4,5,1.17,10793.73,485.96704241122376,2885.7372804098563
QR1539F,2025-01-26,7314.06,14.25,13,15,7.31,60617.51000000001,468.35473380995285,20552.35231590237
QR1541F,2024-06-15,1044.79,2.56,2,2,1.04,7721.5599999999995,417.2150428761438,2818.8892568968827
QR1543F,2024-05-02,159.79,3.16,1,1,0.16,1121.73,422.5483761077439,477.2972593891621
QR1545F,2024-05-27,518.16,16.36,2,3,0.52,2144.51,512.250821048324,1512.0599890194337
QR1546F,2024-03-30,20.63,1.85,1,1,0.02,144.82,419.05946681404697,44.992103581856625
QR1547F,2024-08-24,1478.12,20.32,4,5,1.48,11135.06,499.5172622958084,4520.041294485174
QR1548F,2024-07-24,988.3,2.76,4,5,0.99,4967.92,462.4658330515458,3249.12595724603
QR1549F,2024-09-25,4921.65,15.8,8,9,4.92,35457.43,410.2398286113169,15792.361084695192
QR1550F,2024-05-06,952.56,0.17,1,1,0.95,3429.2,488.099567888347,3673.7400382593114
QR1551F,2025-01-01,6889.37,16.13,13,13,6.89,53798.380000000005,459.7741637220152,18815.78832506447
QR1552F,2024-05-16,485.79,5.79,1,3,0.49,3381.2999999999997,500.88458804510617,1630.5447803392622
QR1554F,2024-12-19,8137.56,25.48,7,13,8.14,57411.840000000004,451.93312185213085,32045.31360628391
QR1555F,2024-09-10,4984.72,11.56,7,8,4.98,41553.31,426.70370544845946,15846.900264111711
QR1556F,2024-09-22,2658.21,5.73,3,4,2.66,17452.22,518.8663453773022,8170.4759934327285
QR1557F,2024-05-07,2057.37,12.49,3,3,2.06,16028.419999999998,454.63652219539273,6896.405317692591
QR1558F,2024-10-17,1093.24,9.55,3,3,1.09,9749.050000000001,405.8888175498806,2822.7656676545485
QR1559F,2024-12-07,6208.31,13.88,10,12,6.21,44040.16,456.5091576530686,20315.3325748245
QR1560F,2024-09-30,4955.54,26.26,10,12,4.96,30755.700000000004,377.3050933762586,17756.185533432214
QR1561F,2024-12-09,5884.22,12.12,7,9,5.88,37876.96,461.9499556599412,24314.68248114934
QR1562F,2024-08-25,3407.99,17.72,6,7,3.41,24821.059999999998,551.8849525415093,11405.798637633348
QR1563F,2024-04-22,916.37,0.11,1,1,0.92,8577.24,494.7087301270933,2554.14680191999
QR1564F,2024-11-24,4083.32,19.24,8,11,4.08,28400.969999999998,417.66780793794055,14052.42408207584
QR1565F,2024-05-18,1245.19,1.33,2,2,1.25,5229.82,464.9774797207805,4617.752331699465
QR1566F,2024-08-10,1102.05,6.37,5,5,1.1,6867.53,396.45967564837963,3668.9149378488805
QR1567F,2024-10-28,2738.6,17.12,7,7,2.74,21450.960000000003,441.74057185459225,9518.266799985304
QR1568F,2024-12-17,7457.64,31.56,13,17,7.46,53427.020000000004,384.8086606325882,20944.985113939438
QR1569F,2024-07-28,520.21,11.32,2,3,0.52,2892.56,481.5736969371977,1633.7642957391392
QR1571F,2024-07-02,2044.98,4.6,3,3,2.04,17878.97,454.5939321362961,5288.167489965949
QR1572F,2024-08-14,353.07,5.39,2,3,0.35,1608.47,502.3262211899335,618.4467359290251
QR1573F,2024-07-18,314.2,9.32,2,4,0.31,2559.29,489.27916112046296,1147.5887219192568
QR1575F,2024-09-07,5242.74,17.84,5,7,5.24,31857.640000000003,452.7591822139844,12642.496459121316
QR1576F,2025-01-10,9364.61,15.25,10,13,9.36,52757.46000000001,457.49631412555226,22534.563771506517
QR1578F,2025-01-10,9372.95,46.39,18,21,9.37,55456.84,422.6997412011492,25668.089955977146
QR1579F,2024-08-15,4085.7,6.23,3,4,4.09,35307.03,516.5551944940266,12171.444810808585
QR1585F,2024-08-16,3848.98,13.22,7,9,3.85,36086.66,451.4524932283736,10354.156768795152
QR1586F,2024-04-29,1195.88,2.2,2,2,1.2,5449.38,450.1045406408971,3914.7669742944922
QR1587F,2024-12-01,9413.94,52.75,12,18,9.41,74239.64,354.78998274837573,30080.256844667318
QR1588F,2024-07-31,3071.28,19.15,7,8,3.07,20985.32,514.9409424190796,8606.934783848279
QR1589F,2024-04-15,1114.33,3.85,1,2,1.11,10314.97,483.55433750464596,3993.602923260152
QR1590F,2024-02-11,178.43,2.79,1,1,0.18,1670.12,463.1623416994606,415.36536787187646
QR1591F,2024-05-23,1986.62,2.76,4,4,1.99,7670.63,372.21628503155443,7570.50322099012
QR1592F,2024-08-26,1428.44,3.13,1,2,1.43,11867.29,467.43535220573165,4707.124867260975
QR1593F,2024-08-11,2335.13,4.45,3,5,2.34,16837.620000000003,420.1317924266679,6991.976413181235
QR1594F,2024-07-10,46.86,0.13,1,1,0.05,328.96,397.23589144689237,102.30388647331795
QR1595F,2024-09-13,487.84,1.12,2,2,0.49,7024.88,481.28951959714965,1745.5012651763154
QR1596F,2024-03-09,538.54,3.06,2,2,0.54,3945.7799999999997,426.14939701617817,1644.1801397821032
QR1597F,2024-06-04,175.22,3.64,1,1,0.18,1230.04,399.8237570020731,708.7628015917041
QR1598F,2024-12-26,15552.97,56.63,25,30,15.55,96284.64,399.2844083739261,49179.30843457291
QR1599F,2024-10-22,5787.41,29.59,10,12,5.79,37749.61,389.2842012393298,19242.220479678253
QR1600F,2024-03-04,639.99,5.38,0,2,0.64,9058.32,453.4785296368256,1843.8473118717627
QR1601F,2024-04-26,1091.05,1.12,0,1,1.09,3927.79,419.83644127859,3269.479952350055
QR1602F,2024-04-26,148.9,4.36,1,1,0.15,536.04,369.56297540879456,438.06787990166606
QR1603F,2024-10-13,1984.66,11.32,3,7,1.98,14545.14,447.1525589237081,5799.124445890571
QR1604F,2024-11-27,2133.36,7.04,5,5,2.13,9056.68,397.6703750949788,7002.44372774455
QR1605F,2024-10-24,2446.26,17.24,7,9,2.45,15679.169999999998,335.57741946572816,6933.398416180236
QR1606F,2024-10-12,5421.35,20.51,6,6,5.42,26242.570000000003,386.10179536492785,14659.401585480722
QR1607F,2024-05-12,626.08,7.48,0,1,0.63,5259.05,460.20336664513354,1684.9027563993989
QR1608F,2024-12-15,7575.3,16.81,12,13,7.58,56717.34,407.2253895992334,27796.537313031487
QR1609F,2024-04-12,138.8,8.06,1,1,0.14,582.96,408.72992917198906,429.5931158407624
QR1611F,2024-11-03,1267.52,5.16,6,8,1.27,8907.41,420.0925933938397,4173.811972616548
QR1612F,2024-07-30,202.25,1.09,0,1,0.2,1213.49,414.55806756083837,675.0528220193576
QR1613F,2025-01-09,3997.83,14.73,7,9,4.0,29159.210000000003,451.7282838796557,12920.285178327666
QR1614F,2024-12-09,184.25,3.01,1,1,0.18,1724.54,412.91149188703525,422.8781454788012
QR1615F,2024-03-11,3466.07,3.99,3,3,3.47,19374.39,329.9012631068784,9869.191575430083
QR1616F,2024-11-13,1196.75,8.72,4,5,1.2,10871.54,460.2787430117774,4641.777128582271
QR1617F,2024-04-13,1804.3,2.35,2,2,1.8,12666.14,418.2759782078452,4473.748127284175
QR1618F,2024-10-03,1502.98,13.28,3,5,1.5,8712.42,423.3594246824025,4998.775774031902
QR1619F,2024-03-24,79.35,7.62,1,1,0.08,285.67,447.1638462253236,194.3493858956197
QR1620F,2024-02-14,262.37,0.89,1,1,0.26,1841.81,392.7812959280907,762.2801200294537
QR1621F,2024-10-23,6828.33,20.0,9,14,6.83,38297.950000000004,462.20464369429135,19519.948614878755
QR1622F,2024-07-26,2183.9,5.84,2,4,2.18,18968.72,510.4839416781353,6407.3515498770885
QR1623F,2024-05-30,2289.92,12.93,1,3,2.29,12889.74,464.0471102834032,5576.16601115136
QR1624F,2024-01-21,301.72,4.52,1,3,0.3,3883.59,524.4439859209377,955.5346966531066
QR1627F,2024-09-14,1063.06,5.11,1,2,1.06,7451.03,443.76306558921584,2595.6472883716247
QR1628F,2024-04-15,2706.81,4.48,3,4,2.71,23862.670000000002,410.82933800522454,8879.956990786222
QR1629F,2024-09-06,5730.41,5.2,6,8,5.73,40495.95,484.81880738745144,10907.763800527215
QR1630F,2024-08-04,3621.65,5.44,3,4,3.62,31182.519999999997,471.9242962639158,12881.775488686997
QR1631F,2025-01-27,6975.97,33.54,12,18,6.98,55366.229999999996,512.2043026300139,16973.58787477106
QR1632F,2024-10-03,2729.48,16.85,4,7,2.73,16454.18,412.54746576423855,8248.01406737777
QR1633F,2024-02-02,1071.83,3.8,2,2,1.07,3858.5699999999997,486.52358775848023,2968.155360779206
QR1634F,2024-11-15,11882.65,39.28,14,17,11.88,72604.36,469.8076417456364,39172.37249553238
QR1635F,2024-10-24,3877.57,12.89,5,5,3.88,32026.600000000002,458.63627746218657,12981.784100916346
QR1636F,2024-08-12,2755.79,32.37,5,6,2.76,21393.01,450.3801484922756,8965.184080076842
QR1637F,2024-06-24,743.0,5.26,2,2,0.74,5580.03,536.3734401087667,1875.62987130285
QR1638F,2025-01-06,10413.97,27.29,8,15,10.41,78857.48,497.5243516143211,28822.020147455154
QR1639F,2024-02-25,2035.08,5.18,1,2,2.04,14286.279999999999,489.6713425759951,6439.373942773214
QR1640F,2024-03-20,1089.27,7.71,2,2,1.09,10195.5,406.5680759225898,3335.348320601413
QR1641F,2024-07-03,537.05,1.28,0,1,0.54,3770.08,471.87835556346215,2010.6391433100102
QR1642F,2024-09-07,108.51,0.02,1,1,0.11,390.63,490.2560994580658,470.75746200061417
QR1643F,2024-03-29,661.56,0.44,2,2,0.66,6192.2300000000005,456.67811909143404,1774.5841570942212
QR1644F,2024-02-26,1452.7,2.19,1,1,1.45,13597.29,454.0610796729648,3392.112375188726
QR1646F,2024-11-05,6978.29,7.7,10,10,6.98,62460.88,476.4142174208357,23781.801281101776
QR1648F,2024-04-13,1800.5,8.15,1,3,1.8,10439.78,469.5576524805175,5644.82902827009
QR1649F,2025-01-07,730.63,4.6,1,2,0.73,3068.6400000000003,478.21696522838306,2660.3014113430736
QR1650F,2024-06-06,2398.15,8.75,2,3,2.4,13245.92,384.9051572340361,7175.833591532811
QR1651F,2024-08-09,1748.62,34.92,6,7,1.75,9020.11,356.0294006825684,4141.827767814319
QR1652F,2024-06-23,887.63,3.67,3,3,0.89,8234.51,457.2867391246254,2828.579981996873
QR1653F,2024-12-17,5144.55,33.42,14,16,5.14,35684.14,442.56916968347895,15906.480563824729
QR1654F,2024-12-15,4419.36,2.88,4,4,4.42,28238.879999999997,402.7619010436358,13556.005901335267
QR1655F,2024-05-22,756.48,1.97,2,2,0.76,7080.59,456.4552236891704,2034.5677183095402
QR1656F,2024-11-04,2404.57,7.15,5,6,2.4,17637.430000000004,478.6762041065416,8187.672590223216
QR1657F,2024-04-19,264.25,3.22,1,1,0.26,951.29,478.32407811591986,786.4334270147752
QR1658F,2024-03-15,465.22,0.67,0,1,0.47,1953.93,416.5974244661485,783.8511810659671
QR1659F,2024-06-10,3762.22,13.04,6,7,3.76,16677.06,422.79847248185206,12044.882431644983
QR1661F,2024-03-22,2555.65,19.65,2,4,2.56,20611.280000000002,513.4897258441626,5865.933177572902
QR1663F,2024-05-18,722.1,5.74,1,2,0.72,2599.55,464.76125582820055,1923.4958673217786
QR1664F,2024-11-25,385.94,1.7,3,3,0.39,1742.6,490.75590817492304,1085.4303169615985
QR1665F,2024-03-24,1431.13,10.02,2,3,1.43,8091.59,442.31112650690335,4298.381035027059
QR1666F,2024-06-24,890.65,0.34,2,2,0.89,5683.91,479.452459914585,2484.037073698278
QR1667F,2024-12-23,2783.27,19.08,7,8,2.78,16260.86,356.9675395923103,6410.499954596169
QR1668F,2024-04-13,20.8,0.88,1,1,0.02,124.79,505.4685863336767,63.500400653659504
