uld_id,uld_type,max_weight_kg,max_volume_cubic_m,purchase_date,current_status,current_location,last_inspection_date,total_flights
ULD000338,PMC,6804,18.0,2022-09-07,Retired,CDG,2024-09-28,57
ULD000339,P1P,6804,18.0,2020-10-30,Available,FRA,2024-08-15,57
ULD000340,AAP,6032,16.0,2023-05-27,In Use,ORD,2023-09-19,57
ULD000341,AKE,1588,10.4,2024-04-30,In Use,SYD,2024-02-03,51
ULD000342,AKE,1588,10.4,2024-06-28,Retired,DOH,2023-06-27,46
ULD000343,PLA,4627,12.0,2021-02-28,Available,BKK,2024-06-27,48
ULD000344,AKH,1588,11.5,2021-08-20,In Use,FRA,2024-10-17,48
ULD000345,PLA,4627,12.0,2022-06-13,In Use,LHR,2024-09-12,44
ULD000346,AAP,6032,16.0,2024-09-23,Available,JFK,2024-08-15,44
ULD000347,AKE,1588,10.4,2022-12-05,Under Maintenance,IST,2024-11-09,52
ULD000348,PLA,4627,12.0,2022-01-18,Available,SYD,2024-05-08,52
ULD000349,PMC,6804,18.0,2022-03-14,Retired,JFK,2023-08-05,47
ULD000350,P6P,13608,36.0,2020-01-29,In Use,NRT,2023-09-24,50
ULD000351,PLA,4627,12.0,2024-08-13,In Use,CAN,2024-05-22,47
ULD000352,AKE,1588,10.4,2023-11-21,In Use,NRT,2024-12-10,52
ULD000353,AMA,6804,18.0,2023-11-25,In Use,MEL,2024-12-25,52
ULD000354,PLA,4627,12.0,2024-05-25,Available,MEL,2023-10-29,57
ULD000355,PAG,6804,18.0,2023-11-27,In Use,FRA,2024-03-17,67
ULD000356,AKH,1588,11.5,2022-05-06,Under Maintenance,NRT,2024-10-18,43
ULD000357,P6P,13608,36.0,2022-09-23,In Use,HKG,2023-07-20,53
ULD000358,AAP,6032,16.0,2020-07-03,In Use,MEL,2025-01-27,47
ULD000359,PLA,4627,12.0,2024-10-24,In Use,SYD,2024-08-04,50
ULD000360,AMA,6804,18.0,2020-11-11,In Use,MAD,2025-01-25,45
ULD000361,DQF,2449,7.0,2020-02-11,Under Maintenance,JFK,2023-07-31,57
ULD000362,AAP,6032,16.0,2022-07-13,Available,BKK,2023-12-25,46
ULD000363,P6P,13608,36.0,2021-12-16,In Use,MEL,2023-09-23,55
ULD000364,AAP,6032,16.0,2024-11-10,In Use,FRA,2024-07-20,48
ULD000365,PAG,6804,18.0,2023-08-31,In Use,LHR,2024-02-12,42
ULD000366,DQF,2449,7.0,2020-07-15,In Use,SIN,2023-10-25,43
ULD000367,AKE,1588,10.4,2020-05-10,Retired,MAD,2024-01-21,54
ULD000368,P1P,6804,18.0,2024-02-02,Available,FRA,2023-10-13,51
ULD000369,AKH,1588,11.5,2020-04-02,In Use,NRT,2024-09-02,69
ULD000370,AKH,1588,11.5,2022-09-17,In Use,FRA,2024-02-19,57
ULD000371,AAP,6032,16.0,2021-10-25,In Use,LAX,2023-08-17,66
ULD000372,PAG,6804,18.0,2022-10-27,In Use,JFK,2024-05-27,44
ULD000373,P6P,13608,36.0,2020-01-31,In Use,JFK,2024-03-26,52
ULD000374,AKE,1588,10.4,2021-11-16,Retired,CDG,2024-07-26,47
ULD000375,PMC,6804,18.0,2022-04-03,Available,JFK,2024-10-17,56
ULD000376,PAG,6804,18.0,2021-06-20,In Use,MAD,2024-03-06,57
ULD000377,AKE,1588,10.4,2021-10-17,In Use,CAN,2023-08-08,53
ULD000378,PLA,4627,12.0,2021-08-24,Available,LAX,2024-05-16,53
ULD000379,PMC,6804,18.0,2022-02-18,In Use,ORD,2024-05-31,52
ULD000380,AAP,6032,16.0,2025-01-12,In Use,SIN,2024-06-17,55
ULD000381,DQF,2449,7.0,2020-05-03,In Use,NRT,2024-04-30,44
ULD000382,AKE,1588,10.4,2025-01-04,In Use,DEL,2024-12-09,52
ULD000383,AMA,6804,18.0,2022-04-08,In Use,AMS,2024-01-13,44
ULD000384,PLA,4627,12.0,2021-04-24,Under Maintenance,AMS,2023-09-14,52
ULD000385,AKE,1588,10.4,2024-01-16,In Use,LAX,2025-01-06,54
ULD000386,AAP,6032,16.0,2024-02-16,In Use,IST,2023-11-17,48
ULD000387,AMA,6804,18.0,2021-05-18,In Use,PVG,2024-03-27,41
ULD000388,AKE,1588,10.4,2024-07-22,Retired,SYD,2023-10-19,55
ULD000389,PMC,6804,18.0,2024-01-01,In Use,AMS,2024-04-29,45
ULD000390,PAG,6804,18.0,2022-10-05,Under Maintenance,IST,2023-07-19,43
ULD000391,PAG,6804,18.0,2023-08-29,In Use,SIN,2023-08-29,44
ULD000392,AKE,1588,10.4,2024-02-07,In Use,FRA,2024-03-29,37
ULD000393,AKE,1588,10.4,2023-11-08,Under Maintenance,DXB,2023-06-03,37
ULD000394,AKE,1588,10.4,2024-01-11,Available,AMS,2024-06-25,44
ULD000395,P1P,6804,18.0,2021-09-10,In Use,CAN,2024-08-22,60
ULD000396,AMA,6804,18.0,2024-06-14,Retired,HKG,2023-10-28,51
ULD000397,AMA,6804,18.0,2022-01-24,In Use,DXB,2025-01-30,46
ULD000398,P1P,6804,18.0,2020-08-12,Available,LHR,2024-06-22,51
ULD000399,AMA,6804,18.0,2021-03-05,In Use,LAX,2023-11-18,49
ULD000400,PAG,6804,18.0,2023-04-15,Under Maintenance,SIN,2024-05-12,51
ULD000401,AAP,6032,16.0,2024-09-03,In Use,MEL,2024-11-04,42
ULD000402,PAG,6804,18.0,2021-01-25,Under Maintenance,DOH,2024-12-18,43
ULD000403,PAG,6804,18.0,2021-07-12,Under Maintenance,CAN,2024-09-16,39
ULD000404,AAP,6032,16.0,2024-01-30,In Use,CDG,2023-10-12,56
ULD000405,PMC,6804,18.0,2024-04-30,In Use,SIN,2023-09-16,53
ULD000406,PMC,6804,18.0,2022-08-17,In Use,LHR,2023-06-15,63
ULD000407,AMA,6804,18.0,2022-01-10,In Use,DOH,2024-11-16,48
ULD000408,P1P,6804,18.0,2023-04-01,In Use,MEL,2023-11-20,51
ULD000409,P6P,13608,36.0,2021-07-16,In Use,NRT,2023-07-22,50
ULD000410,PAG,6804,18.0,2023-01-28,Available,MEL,2024-07-18,38
ULD000411,AKE,1588,10.4,2023-04-03,In Use,CAN,2024-07-25,41
ULD000412,AAP,6032,16.0,2023-10-18,Available,IST,2024-02-27,56
ULD000413,PAG,6804,18.0,2021-12-11,Retired,SYD,2023-06-04,45
ULD000414,PLA,4627,12.0,2023-10-24,In Use,MEL,2024-06-04,51
ULD000415,DQF,2449,7.0,2020-03-11,In Use,SIN,2023-10-06,48
ULD000416,PLA,4627,12.0,2024-03-31,Available,AMS,2023-07-08,52
ULD000417,PAG,6804,18.0,2024-12-27,In Use,PVG,2024-11-04,62
ULD000418,P6P,13608,36.0,2023-12-02,Available,FRA,2023-06-24,40
ULD000419,P6P,13608,36.0,2020-07-24,Available,LAX,2024-09-05,47
ULD000420,DQF,2449,7.0,2020-09-06,Available,BKK,2024-09-09,59
ULD000421,AAP,6032,16.0,2021-05-02,In Use,DOH,2023-11-06,57
ULD000422,P6P,13608,36.0,2024-09-13,In Use,CAN,2024-12-13,38
ULD000423,AKE,1588,10.4,2024-11-28,In Use,MEL,2024-07-11,42
ULD000424,P6P,13608,36.0,2024-03-22,In Use,CAN,2023-09-19,47
ULD000425,AKH,1588,11.5,2022-08-02,Under Maintenance,NRT,2024-05-25,53
ULD000426,PAG,6804,18.0,2022-05-08,Available,FRA,2024-12-15,41
ULD000427,PAG,6804,18.0,2020-04-27,Retired,SIN,2023-10-15,62
ULD000428,AKH,1588,11.5,2023-02-23,Available,MEL,2023-12-01,52
ULD000429,PMC,6804,18.0,2021-10-09,In Use,CDG,2023-06-10,42
ULD000430,AMA,6804,18.0,2020-08-29,In Use,SYD,2023-08-27,48
ULD000431,DQF,2449,7.0,2021-10-14,Available,DOH,2024-02-14,47
ULD000432,AKE,1588,10.4,2024-02-12,In Use,ORD,2025-01-28,46
ULD000433,AAP,6032,16.0,2021-09-04,Under Maintenance,AMS,2025-01-03,49
ULD000434,PLA,4627,12.0,2020-11-09,In Use,LAX,2023-10-06,53
ULD000435,AKH,1588,11.5,2024-05-02,Available,CAN,2024-09-28,52
ULD000436,AMA,6804,18.0,2021-09-02,In Use,JFK,2024-09-22,42
ULD000437,AKE,1588,10.4,2021-11-21,In Use,MEL,2023-06-24,56
ULD000438,DQF,2449,7.0,2020-10-10,Retired,JFK,2023-06-30,41
ULD000439,PAG,6804,18.0,2020-05-21,In Use,LAX,2024-05-21,46
ULD000440,AAP,6032,16.0,2020-03-13,Available,PVG,2023-08-05,54
ULD000441,AKH,1588,11.5,2024-03-10,In Use,DEL,2023-12-31,57
ULD000442,PMC,6804,18.0,2021-05-21,Available,ORD,2024-12-20,46
ULD000443,AAP,6032,16.0,2024-06-17,In Use,ORD,2023-08-10,50
ULD000444,AAP,6032,16.0,2020-06-15,In Use,MEL,2024-09-07,41
ULD000445,AMA,6804,18.0,2024-08-08,Retired,ORD,2024-08-04,49
ULD000446,P1P,6804,18.0,2021-06-01,Available,PVG,2024-03-15,47
ULD000447,DQF,2449,7.0,2024-03-05,In Use,BKK,2024-01-08,58
ULD000448,AMA,6804,18.0,2023-06-18,In Use,LAX,2023-12-20,56
ULD000449,P6P,13608,36.0,2020-06-30,In Use,AMS,2023-06-17,48
ULD000450,AAP,6032,16.0,2023-02-15,In Use,DOH,2024-11-28,56
ULD000451,PLA,4627,12.0,2024-02-06,In Use,DEL,2025-01-28,51
ULD000452,PMC,6804,18.0,2022-01-15,In Use,DOH,2025-01-08,68
ULD000453,AMA,6804,18.0,2022-05-09,In Use,BKK,2024-07-23,40
ULD000454,AKH,1588,11.5,2024-09-01,In Use,HKG,2023-08-13,49
ULD000455,DQF,2449,7.0,2020-09-14,Available,AMS,2023-10-31,39
ULD000456,PMC,6804,18.0,2021-11-03,Under Maintenance,DXB,2024-05-02,41
ULD000457,AKH,1588,11.5,2021-06-23,In Use,LAX,2024-04-01,55
ULD000458,AAP,6032,16.0,2020-05-22,In Use,LAX,2024-05-22,47
ULD000459,PAG,6804,18.0,2023-04-08,In Use,LHR,2024-08-26,49
ULD000460,DQF,2449,7.0,2023-08-21,In Use,DXB,2024-12-05,56
ULD000461,AMA,6804,18.0,2020-10-30,Available,CAN,2024-07-19,54
ULD000462,AKE,1588,10.4,2020-09-28,In Use,HKG,2024-12-24,45
ULD000463,AKH,1588,11.5,2021-02-04,In Use,PVG,2024-11-16,49
ULD000464,PLA,4627,12.0,2023-05-07,Retired,CAN,2024-09-03,53
ULD000465,AMA,6804,18.0,2023-10-09,In Use,LAX,2025-01-03,53
ULD000466,P1P,6804,18.0,2022-04-05,In Use,PVG,2024-01-31,36
ULD000467,PMC,6804,18.0,2020-08-22,In Use,FRA,2023-09-25,41
ULD000468,PMC,6804,18.0,2021-04-19,In Use,LAX,2024-09-01,50
ULD000469,AKE,1588,10.4,2020-08-02,In Use,IST,2024-03-14,32
ULD000470,P6P,13608,36.0,2020-11-03,In Use,DEL,2024-08-31,55
ULD000471,AAP,6032,16.0,2023-01-03,In Use,MAD,2024-05-23,37
ULD000472,AAP,6032,16.0,2023-02-21,Under Maintenance,SIN,2023-08-18,47
ULD000473,AMA,6804,18.0,2023-03-26,Available,NRT,2023-08-06,47
ULD000474,AKE,1588,10.4,2021-08-29,In Use,ORD,2024-12-05,53
ULD000475,AMA,6804,18.0,2023-06-21,Retired,NRT,2023-11-08,42
ULD000476,P6P,13608,36.0,2020-07-13,In Use,JFK,2023-09-29,53
ULD000477,AKH,1588,11.5,2020-08-11,In Use,LAX,2024-02-05,45
ULD000478,P1P,6804,18.0,2023-06-02,In Use,DXB,2024-01-07,46
ULD000479,P1P,6804,18.0,2021-01-20,In Use,DOH,2023-11-20,53
ULD000480,P6P,13608,36.0,2024-08-23,In Use,ORD,2023-08-30,43
ULD000481,AKH,1588,11.5,2024-08-26,In Use,NRT,2024-12-26,52
ULD000482,P6P,13608,36.0,2022-08-23,In Use,HKG,2024-11-02,53
ULD000483,AKH,1588,11.5,2020-02-13,In Use,HKG,2023-09-25,57
ULD000484,DQF,2449,7.0,2020-04-29,Under Maintenance,SYD,2024-02-21,52
ULD000485,PLA,4627,12.0,2020-04-29,In Use,AMS,2023-09-02,57
ULD000486,P6P,13608,36.0,2023-10-05,In Use,LHR,2025-01-02,41
ULD000487,AAP,6032,16.0,2020-09-12,In Use,NRT,2024-04-15,63
ULD000488,P6P,13608,36.0,2022-06-07,In Use,LAX,2024-11-08,47
ULD000489,AKE,1588,10.4,2022-02-08,In Use,MEL,2024-12-09,49
ULD000490,AMA,6804,18.0,2022-01-19,In Use,AMS,2024-04-19,65
ULD000491,DQF,2449,7.0,2021-08-11,Under Maintenance,DOH,2023-11-05,40
ULD000492,PAG,6804,18.0,2023-08-20,Available,BKK,2023-09-11,60
ULD000493,DQF,2449,7.0,2022-06-07,In Use,AMS,2024-11-04,45
ULD000494,AKH,1588,11.5,2021-07-06,Retired,FRA,2024-01-17,62
ULD000495,AAP,6032,16.0,2021-01-19,In Use,MAD,2024-10-08,56
ULD000496,PAG,6804,18.0,2020-03-09,In Use,ORD,2024-01-22,58
ULD000497,P6P,13608,36.0,2021-07-11,In Use,CDG,2024-11-18,56
ULD000498,PMC,6804,18.0,2024-05-26,In Use,ORD,2024-08-23,42
ULD000499,PMC,6804,18.0,2022-09-06,Available,SYD,2024-09-11,33
ULD000500,AKE,1588,10.4,2020-06-06,In Use,SIN,2024-09-30,41
ULD000501,AKH,1588,11.5,2020-10-26,In Use,IST,2023-08-28,57
ULD000502,PLA,4627,12.0,2024-10-03,In Use,IST,2024-05-18,50
ULD000503,P6P,13608,36.0,2023-08-20,In Use,CDG,2024-10-07,55
ULD000504,AMA,6804,18.0,2020-11-13,Available,FRA,2024-03-16,52
ULD000505,AKE,1588,10.4,2022-02-28,In Use,SYD,2023-06-22,46
ULD000506,AMA,6804,18.0,2024-05-11,In Use,MAD,2023-11-11,54
ULD000507,P1P,6804,18.0,2022-01-18,In Use,HKG,2024-11-02,53
ULD000508,AKE,1588,10.4,2022-05-13,In Use,AMS,2024-08-06,42
ULD000509,P6P,13608,36.0,2024-03-19,In Use,AMS,2024-09-09,39
ULD000510,P6P,13608,36.0,2021-07-31,In Use,SYD,2023-11-23,57
ULD000511,AAP,6032,16.0,2020-12-22,Available,DXB,2024-08-16,51
ULD000512,AKH,1588,11.5,2023-04-20,In Use,LAX,2024-10-06,52
ULD000513,AKE,1588,10.4,2020-01-30,In Use,CAN,2024-02-27,47
ULD000514,AMA,6804,18.0,2022-10-19,Under Maintenance,FRA,2024-09-02,51
ULD000515,AMA,6804,18.0,2021-11-27,In Use,ORD,2023-06-12,56
ULD000516,P1P,6804,18.0,2022-03-30,In Use,DOH,2023-07-17,55
ULD000517,PMC,6804,18.0,2020-06-04,Under Maintenance,SIN,2023-06-17,67
ULD000518,P6P,13608,36.0,2024-02-19,Available,FRA,2023-09-15,46
ULD000519,DQF,2449,7.0,2021-03-06,In Use,BKK,2024-06-03,46
ULD000520,DQF,2449,7.0,2020-05-02,In Use,LAX,2023-08-07,49
ULD000521,PAG,6804,18.0,2020-01-30,In Use,CDG,2024-01-30,60
ULD000522,PMC,6804,18.0,2023-12-01,In Use,IST,2023-09-04,48
ULD000523,P6P,13608,36.0,2023-09-01,In Use,HKG,2024-09-06,54
ULD000524,AKE,1588,10.4,2023-10-19,In Use,SYD,2023-07-13,52
ULD000525,P1P,6804,18.0,2023-02-05,In Use,DEL,2024-09-17,57
ULD000526,DQF,2449,7.0,2022-03-02,In Use,HKG,2024-03-20,52
ULD000527,PMC,6804,18.0,2020-08-03,In Use,DXB,2023-11-04,53
ULD000528,PAG,6804,18.0,2022-01-12,Under Maintenance,DXB,2023-10-24,52
ULD000529,DQF,2449,7.0,2022-11-21,In Use,IST,2023-08-30,51
ULD000530,AMA,6804,18.0,2023-09-29,Under Maintenance,DEL,2023-12-07,54
ULD000531,PLA,4627,12.0,2023-06-15,In Use,NRT,2023-11-07,45
ULD000532,AKE,1588,10.4,2024-06-12,In Use,BKK,2024-04-27,50
ULD000533,DQF,2449,7.0,2024-04-21,Under Maintenance,LAX,2024-10-26,35
ULD000534,PLA,4627,12.0,2022-02-14,Available,CAN,2023-06-14,56
ULD000535,P6P,13608,36.0,2022-11-19,Available,MEL,2024-07-06,56
ULD000536,AMA,6804,18.0,2023-09-21,In Use,AMS,2024-08-29,49
ULD000537,PAG,6804,18.0,2021-08-21,In Use,SIN,2023-12-22,46
ULD000538,P1P,6804,18.0,2022-03-01,In Use,HKG,2024-07-09,38
ULD000539,PMC,6804,18.0,2023-04-07,In Use,DXB,2024-11-22,52
ULD000540,P1P,6804,18.0,2021-05-14,Available,SIN,2024-09-20,53
ULD000541,PAG,6804,18.0,2022-07-01,In Use,FRA,2023-12-17,53
ULD000542,PAG,6804,18.0,2024-07-29,In Use,BKK,2024-03-24,40
ULD000543,PLA,4627,12.0,2023-06-19,Available,MEL,2024-05-02,58
ULD000544,PAG,6804,18.0,2020-10-23,In Use,BKK,2024-09-19,51
ULD000545,PMC,6804,18.0,2023-10-04,Under Maintenance,AMS,2023-09-25,43
ULD000546,AKE,1588,10.4,2023-07-04,Under Maintenance,CAN,2024-03-04,46
ULD000547,P6P,13608,36.0,2022-01-28,Under Maintenance,JFK,2024-01-26,45
ULD000548,PMC,6804,18.0,2021-01-18,Under Maintenance,IST,2024-11-22,46
ULD000549,AKH,1588,11.5,2020-08-24,Under Maintenance,LAX,2024-10-05,45
ULD000550,P1P,6804,18.0,2021-11-13,In Use,LHR,2024-09-08,59
ULD000551,AAP,6032,16.0,2022-12-21,In Use,CDG,2024-04-23,43
ULD000552,PAG,6804,18.0,2021-08-21,In Use,CAN,2024-11-02,49
ULD000553,PMC,6804,18.0,2020-11-13,In Use,SIN,2024-06-27,41
ULD000554,AKH,1588,11.5,2024-05-10,In Use,SIN,2023-08-30,55
ULD000555,PAG,6804,18.0,2024-06-10,In Use,DOH,2024-12-06,49
ULD000556,PMC,6804,18.0,2022-09-04,In Use,SIN,2024-10-24,56
ULD000557,P6P,13608,36.0,2020-12-17,Available,AMS,2025-01-22,52
ULD000558,AKH,1588,11.5,2020-10-24,In Use,ORD,2024-04-29,55
ULD000559,PLA,4627,12.0,2021-07-25,In Use,AMS,2024-02-25,67
ULD000560,PLA,4627,12.0,2024-01-16,In Use,PVG,2024-12-19,35
ULD000561,AMA,6804,18.0,2022-10-31,Available,DOH,2025-01-10,45
ULD000562,PAG,6804,18.0,2021-06-24,Available,IST,2023-06-03,61
ULD000563,AMA,6804,18.0,2021-12-14,In Use,DOH,2024-09-08,45
ULD000564,AMA,6804,18.0,2023-06-15,In Use,SYD,2025-01-29,49
ULD000565,DQF,2449,7.0,2020-11-14,In Use,LAX,2023-06-07,36
ULD000566,P1P,6804,18.0,2022-03-04,In Use,SIN,2023-12-17,30
ULD000567,AKH,1588,11.5,2022-10-10,Available,BKK,2023-06-07,61
ULD000568,DQF,2449,7.0,2024-04-17,In Use,IST,2023-06-03,51
ULD000569,P6P,13608,36.0,2022-09-12,In Use,ORD,2024-03-21,47
ULD000570,AAP,6032,16.0,2020-08-24,In Use,AMS,2024-11-17,64
ULD000571,PAG,6804,18.0,2022-07-06,Available,SIN,2024-11-05,48
ULD000572,PLA,4627,12.0,2022-03-09,In Use,FRA,2024-08-26,45
ULD000573,AAP,6032,16.0,2022-08-12,In Use,DOH,2023-07-18,43
ULD000574,P6P,13608,36.0,2022-03-27,In Use,HKG,2024-05-17,49
ULD000575,PAG,6804,18.0,2021-10-09,Available,LHR,2023-11-02,52
ULD000576,PLA,4627,12.0,2023-05-24,Under Maintenance,DXB,2024-03-13,40
ULD000577,P1P,6804,18.0,2021-10-20,In Use,DEL,2024-05-25,44
ULD000578,AKE,1588,10.4,2020-06-16,In Use,DOH,2024-03-17,58
ULD000579,AKE,1588,10.4,2024-10-17,In Use,ORD,2023-09-08,50
ULD000580,PMC,6804,18.0,2022-12-11,In Use,PVG,2024-12-21,59
ULD000581,DQF,2449,7.0,2023-01-31,In Use,NRT,2024-07-28,37
ULD000582,AMA,6804,18.0,2020-01-23,In Use,DOH,2024-10-27,51
ULD000583,DQF,2449,7.0,2025-01-22,In Use,HKG,2024-12-28,49
ULD000584,P1P,6804,18.0,2021-08-07,In Use,DEL,2024-09-25,58
ULD000585,AAP,6032,16.0,2023-06-04,In Use,HKG,2024-08-28,49
ULD000586,P1P,6804,18.0,2024-05-23,Available,HKG,2024-05-11,53
ULD000587,DQF,2449,7.0,2023-02-09,In Use,HKG,2025-01-04,36
ULD000588,PMC,6804,18.0,2020-10-23,In Use,CDG,2024-11-18,57
ULD000589,DQF,2449,7.0,2024-07-14,Available,CDG,2023-07-01,43
ULD000590,PAG,6804,18.0,2020-08-12,Available,BKK,2023-07-08,42
ULD000591,AAP,6032,16.0,2020-10-01,In Use,AMS,2023-10-10,56
ULD000592,AMA,6804,18.0,2020-09-05,In Use,AMS,2024-02-01,44
ULD000593,PAG,6804,18.0,2023-03-27,In Use,DOH,2024-05-19,49
ULD000594,AKH,1588,11.5,2022-06-03,Under Maintenance,CAN,2023-07-21,51
ULD000595,PMC,6804,18.0,2024-11-09,In Use,JFK,2023-11-06,39
ULD000596,P1P,6804,18.0,2021-04-27,In Use,HKG,2023-12-26,57
ULD000597,DQF,2449,7.0,2024-02-16,In Use,MAD,2023-08-22,43
ULD000598,DQF,2449,7.0,2022-10-05,In Use,LHR,2024-06-07,45
ULD000599,AKH,1588,11.5,2022-11-28,Available,LHR,2025-01-25,52
ULD000600,DQF,2449,7.0,2020-01-15,In Use,MEL,2023-10-21,57
ULD000601,PLA,4627,12.0,2020-10-19,Available,HKG,2025-01-04,62
ULD000602,AKE,1588,10.4,2020-03-02,In Use,NRT,2023-12-03,42
ULD000603,AAP,6032,16.0,2021-05-19,In Use,MAD,2023-10-07,57
ULD000604,P6P,13608,36.0,2023-03-23,In Use,JFK,2024-07-16,41
ULD000605,PAG,6804,18.0,2021-11-26,Available,SIN,2024-11-17,43
ULD000606,AKH,1588,11.5,2021-10-27,In Use,MAD,2024-05-25,53
ULD000607,DQF,2449,7.0,2024-05-03,Available,AMS,2024-04-13,49
ULD000608,PLA,4627,12.0,2021-09-10,In Use,SIN,2023-09-08,57
ULD000609,AKH,1588,11.5,2021-06-09,In Use,LHR,2023-06-27,70
ULD000610,AAP,6032,16.0,2021-02-10,In Use,CAN,2024-04-11,53
ULD000611,PMC,6804,18.0,2020-08-09,Available,MAD,2024-03-27,60
ULD000612,AAP,6032,16.0,2023-05-14,In Use,SYD,2023-07-27,42
ULD000613,P6P,13608,36.0,2024-02-17,In Use,NRT,2024-01-01,51
ULD000614,PMC,6804,18.0,2020-08-17,Under Maintenance,HKG,2024-04-04,38
ULD000615,PLA,4627,12.0,2021-05-25,In Use,JFK,2023-11-28,43
ULD000616,DQF,2449,7.0,2024-05-25,In Use,DOH,2023-06-17,57
ULD000617,P1P,6804,18.0,2021-07-06,Available,CAN,2024-10-27,54
ULD000618,P6P,13608,36.0,2021-04-10,In Use,MEL,2023-09-15,49
ULD000619,P1P,6804,18.0,2020-11-20,In Use,DEL,2024-12-16,49
ULD000620,AKH,1588,11.5,2022-06-17,In Use,FRA,2024-04-14,50
ULD000621,PMC,6804,18.0,2021-08-22,In Use,LAX,2024-10-02,46
ULD000622,AAP,6032,16.0,2023-10-10,Available,PVG,2023-07-03,55
ULD000623,P6P,13608,36.0,2020-07-14,In Use,SIN,2024-10-15,39
ULD000624,P1P,6804,18.0,2024-05-30,Available,AMS,2024-04-12,41
ULD000625,AAP,6032,16.0,2023-03-13,In Use,AMS,2023-09-22,49
ULD000626,PAG,6804,18.0,2021-11-23,In Use,DXB,2023-08-16,53
ULD000627,AKE,1588,10.4,2020-03-04,In Use,PVG,2023-06-13,47
ULD000628,PLA,4627,12.0,2020-05-28,In Use,FRA,2024-06-25,53
ULD000629,AKH,1588,11.5,2020-01-07,In Use,CAN,2024-09-06,54
ULD000630,PMC,6804,18.0,2020-04-27,In Use,AMS,2024-09-30,54
ULD000631,PMC,6804,18.0,2021-12-10,In Use,AMS,2024-05-06,44
ULD000632,AKE,1588,10.4,2020-09-02,In Use,ORD,2023-10-24,45
ULD000633,AKE,1588,10.4,2024-06-21,In Use,DOH,2024-12-02,54
ULD000634,AKH,1588,11.5,2022-07-24,Available,DEL,2023-12-09,46
ULD000635,DQF,2449,7.0,2021-02-04,Under Maintenance,PVG,2024-09-21,59
ULD000636,AMA,6804,18.0,2020-07-11,In Use,MAD,2024-10-30,56
ULD000637,PAG,6804,18.0,2021-08-22,In Use,LHR,2023-08-09,45
ULD000638,AMA,6804,18.0,2023-03-09,Available,MEL,2023-09-23,54
ULD000639,P1P,6804,18.0,2022-08-04,Available,DEL,2024-09-16,40
ULD000640,PMC,6804,18.0,2022-01-14,Available,SYD,2024-08-05,49
ULD000641,PMC,6804,18.0,2021-09-15,In Use,FRA,2024-05-16,51
ULD000642,AKE,1588,10.4,2022-04-12,In Use,BKK,2024-02-26,48
ULD000643,P1P,6804,18.0,2020-04-14,In Use,HKG,2024-08-29,45
ULD000644,AKE,1588,10.4,2023-08-03,Under Maintenance,AMS,2024-07-10,55
ULD000645,AAP,6032,16.0,2021-12-20,Available,ORD,2023-10-18,58
ULD000646,AKH,1588,11.5,2021-08-06,In Use,CDG,2024-02-14,59
ULD000647,AMA,6804,18.0,2022-02-07,In Use,LAX,2024-05-13,54
ULD000648,AMA,6804,18.0,2024-08-10,In Use,CDG,2023-06-08,39
ULD000649,PAG,6804,18.0,2023-10-30,In Use,ORD,2024-02-21,46
ULD000650,AKE,1588,10.4,2023-01-17,Under Maintenance,CAN,2023-09-11,46
ULD000651,AKH,1588,11.5,2020-03-20,Available,MAD,2023-07-08,55
ULD000652,PMC,6804,18.0,2021-03-30,In Use,IST,2023-08-14,61
ULD000653,AAP,6032,16.0,2023-07-13,Retired,DOH,2023-08-03,54
ULD000654,P1P,6804,18.0,2021-05-24,Available,PVG,2023-08-11,60
ULD000655,PLA,4627,12.0,2022-07-02,Available,AMS,2025-01-04,38
ULD000656,P1P,6804,18.0,2023-12-30,Available,SIN,2024-09-22,57
ULD000657,P6P,13608,36.0,2024-08-12,In Use,NRT,2025-01-14,59
ULD000658,AKH,1588,11.5,2022-05-20,In Use,DEL,2024-01-23,52
ULD000659,P6P,13608,36.0,2020-04-23,Under Maintenance,IST,2024-02-24,39
ULD000660,PLA,4627,12.0,2024-08-27,In Use,DEL,2024-01-20,54
ULD000661,AMA,6804,18.0,2020-05-12,In Use,MEL,2023-09-07,60
ULD000662,DQF,2449,7.0,2020-11-30,In Use,NRT,2024-12-21,50
ULD000663,AAP,6032,16.0,2021-02-08,In Use,IST,2025-01-10,46
ULD000664,DQF,2449,7.0,2021-08-21,Available,PVG,2025-01-28,56
ULD000665,PAG,6804,18.0,2021-03-23,Available,PVG,2024-09-06,60
ULD000666,AMA,6804,18.0,2022-05-03,In Use,DEL,2024-03-01,52
ULD000667,DQF,2449,7.0,2020-12-01,In Use,NRT,2024-08-05,52
ULD000668,AAP,6032,16.0,2022-02-11,In Use,MEL,2024-07-22,44
ULD000669,AKH,1588,11.5,2022-04-20,Available,PVG,2024-07-31,39
ULD000670,PMC,6804,18.0,2021-06-19,In Use,ORD,2024-12-05,50
ULD000671,P1P,6804,18.0,2020-09-27,In Use,ORD,2024-04-12,66
ULD000672,AKE,1588,10.4,2022-11-22,In Use,DOH,2025-01-07,55
ULD000673,PLA,4627,12.0,2023-08-31,In Use,LHR,2024-07-07,53
ULD000674,AMA,6804,18.0,2021-12-06,In Use,SIN,2023-11-15,45
ULD000675,DQF,2449,7.0,2020-09-28,In Use,NRT,2023-12-17,49
